datetime,region,delta_price,delta_demand
2025-09-11 00:30:00+00:00,NSW1,5.829663749740412,866.3043597385886
2025-09-11 01:00:00+00:00,NSW1,17.022165312680464,806.9607627621972
2025-09-11 01:30:00+00:00,NSW1,12.727747404519974,700.4852128153766
2025-09-11 02:00:00+00:00,NSW1,15.79801588275108,645.9858643094012
2025-09-11 02:30:00+00:00,NSW1,21.54297301580337,574.1343016197789
2025-09-11 03:00:00+00:00,NSW1,26.88825670934412,712.0084493692348
2025-09-11 03:30:00+00:00,NSW1,10.404449579759572,615.370978521189
2025-09-11 04:00:00+00:00,NSW1,13.906449303649289,490.8686513263783
2025-09-11 04:30:00+00:00,NSW1,14.827343104458308,867.4231602158889
2025-09-11 05:00:00+00:00,NSW1,22.08931967749401,732.2368421777028
2025-09-11 05:30:00+00:00,NSW1,6.49432665005768,611.325091264147
2025-09-11 06:00:00+00:00,NSW1,16.112685247292283,1286.3106427189014
2025-09-11 06:30:00+00:00,NSW1,13.69793277386028,1759.7969026254332
2025-09-11 07:00:00+00:00,NSW1,70.2224422885258,1919.2401858724388
2025-09-11 07:30:00+00:00,NSW1,90.3653292055856,1480.723694691489
2025-09-11 08:00:00+00:00,NSW1,153.20315753662396,1845.9656054780662
2025-09-11 08:30:00+00:00,NSW1,76.87436343249078,1026.2524008567252
2025-09-11 09:00:00+00:00,NSW1,135.7876553164495,885.1379334944413
2025-09-11 09:30:00+00:00,NSW1,120.60194617317227,2302.355571419943
2025-09-11 10:00:00+00:00,NSW1,20.50325045907799,1351.179011185377
2025-09-11 10:30:00+00:00,NSW1,12.298822691481888,1048.2686921528802
2025-09-11 11:00:00+00:00,NSW1,18.399828009125883,416.81811221408407
2025-09-11 11:30:00+00:00,NSW1,14.931482690955406,1309.732379623314
2025-09-11 12:00:00+00:00,NSW1,18.102983358747203,772.7262521889897
2025-09-11 12:30:00+00:00,NSW1,5.91183249538512,953.4118892747165
2025-09-11 13:00:00+00:00,NSW1,18.835555317767508,870.513404707428
2025-09-11 13:30:00+00:00,NSW1,8.397253452887462,1048.043126241355
2025-09-11 14:00:00+00:00,NSW1,8.990821898572655,1651.0051024580325
2025-09-11 14:30:00+00:00,NSW1,14.244081636546625,158.31268981804442
2025-09-11 15:00:00+00:00,NSW1,13.249498857711103,767.2319133785977
2025-09-11 15:30:00+00:00,NSW1,10.014404745270049,587.1527558004755
2025-09-11 16:00:00+00:00,NSW1,4.300924338859545,895.1748452687589
2025-09-11 16:30:00+00:00,NSW1,14.333791034386444,1478.8729996011443
2025-09-11 17:00:00+00:00,NSW1,80.21466312351761,1189.8845524290791
2025-09-11 17:30:00+00:00,NSW1,93.16967428318912,967.4852547370429
2025-09-11 18:00:00+00:00,NSW1,78.3366758945999,1972.7430637298476
2025-09-11 18:30:00+00:00,NSW1,140.73637863114348,1873.8303035868157
2025-09-11 19:00:00+00:00,NSW1,95.0379921210834,1327.774197523031
2025-09-11 19:30:00+00:00,NSW1,142.47157348695094,1569.1988881387588
2025-09-11 20:00:00+00:00,NSW1,97.78548581790338,1648.0852517888434
2025-09-11 20:30:00+00:00,NSW1,107.04725969745797,1695.2695124983857
2025-09-11 21:00:00+00:00,NSW1,104.8522992422237,1596.1288248061137
2025-09-11 21:30:00+00:00,NSW1,94.02038410732459,1370.3305356110486
2025-09-11 22:00:00+00:00,NSW1,22.035980235584766,1136.3678790882577
2025-09-11 22:30:00+00:00,NSW1,16.880045229922544,1149.67762873625
2025-09-11 23:00:00+00:00,NSW1,17.505246396620727,1584.9169809296964
2025-09-11 23:30:00+00:00,NSW1,18.597561333634026,851.5227459436201
2025-09-12 00:00:00+00:00,NSW1,12.404717093033014,793.8817389917222
2025-09-12 00:30:00+00:00,NSW1,15.41150583751324,851.4473716017637
2025-09-12 01:00:00+00:00,NSW1,12.434716655760411,468.21121200298785
2025-09-12 01:30:00+00:00,NSW1,17.90270724807455,746.1366735316842
2025-09-12 02:00:00+00:00,NSW1,15.025851112307151,599.2949616894475
2025-09-12 02:30:00+00:00,NSW1,29.608360226252884,546.3294144459805
2025-09-12 03:00:00+00:00,NSW1,14.93147051783864,681.6163296071345
